timestep,date,Time,flow_cms,flow_ms,flow_mh,Etp_mm_day,Etp_mm_hour,avg_prec_mm,precip_m
1225,5/22/2017,12:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1226,5/22/2017,1:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1227,5/22/2017,2:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1228,5/22/2017,3:00:00 AM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1229,5/22/2017,4:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0.350000024,0.00035
1230,5/22/2017,5:00:00 AM,0.229932578,2.64E-08,9.51E-05,0.004,0.000166667,0.474999994,0.000475
1231,5/22/2017,6:00:00 AM,0.268726621,3.09E-08,1.11E-04,0.004,0.000166667,0.75,0.00075
1232,5/22/2017,7:00:00 AM,0.302989973,3.48E-08,1.25E-04,0.004,0.000166667,1.125,0.001125
1233,5/22/2017,8:00:00 AM,0.311485019,3.58E-08,1.29E-04,0.004,0.000166667,1.625000119,0.001625
1234,5/22/2017,9:00:00 AM,0.311485019,3.58E-08,1.29E-04,0.004,0.000166667,1.875,0.001875
1235,5/22/2017,10:00:00 AM,0.294494927,3.38E-08,1.22E-04,0.004,0.000166667,0.925000012,0.000925
1236,5/22/2017,11:00:00 AM,0.276938499,3.18E-08,1.15E-04,0.004,0.000166667,1.900000095,0.0019
1237,5/22/2017,12:00:00 PM,0.268726621,3.09E-08,1.11E-04,0.004,0.000166667,0,0
1238,5/22/2017,1:00:00 PM,0.252586034,2.90E-08,1.04E-04,0.004,0.000166667,0,0
1239,5/22/2017,2:00:00 PM,0.244940492,2.81E-08,1.01E-04,0.004,0.000166667,0,0
1240,5/22/2017,3:00:00 PM,0.252586034,2.90E-08,1.04E-04,0.004,0.000166667,0,0
1241,5/22/2017,4:00:00 PM,0.311485019,3.58E-08,1.29E-04,0.004,0.000166667,0,0
1242,5/22/2017,5:00:00 PM,0.467227528,5.37E-08,1.93E-04,0.004,0.000166667,0.075000003,7.50E-05
1243,5/22/2017,6:00:00 PM,0.566336398,6.51E-08,2.34E-04,0.004,0.000166667,1.300000072,0.0013
1244,5/22/2017,7:00:00 PM,0.532356214,6.12E-08,2.20E-04,0.004,0.000166667,1.950000048,0.00195
1245,5/22/2017,8:00:00 PM,0.467227528,5.37E-08,1.93E-04,0.004,0.000166667,2.225000143,0.002225
1246,5/22/2017,9:00:00 PM,0.416257253,4.78E-08,1.72E-04,0.004,0.000166667,3.125,0.003125
1247,5/22/2017,10:00:00 PM,0.387940433,4.46E-08,1.60E-04,0.004,0.000166667,0.200000003,0.0002
1248,5/22/2017,11:00:00 PM,0.359623613,4.13E-08,1.49E-04,0.004,0.000166667,0,0
1249,5/23/2017,12:00:00 AM,0.339801839,3.90E-08,1.41E-04,0.004,0.000166667,0,0
1250,5/23/2017,1:00:00 AM,0.319980065,3.68E-08,1.32E-04,0.004,0.000166667,0,0
1251,5/23/2017,2:00:00 AM,0.311485019,3.58E-08,1.29E-04,0.004,0.000166667,0,0
1252,5/23/2017,3:00:00 AM,0.302989973,3.48E-08,1.25E-04,0.004,0.000166667,0,0
1253,5/23/2017,4:00:00 AM,0.294494927,3.38E-08,1.22E-04,0.004,0.000166667,0,0
1254,5/23/2017,5:00:00 AM,0.285999881,3.29E-08,1.18E-04,0.004,0.000166667,0,0
1255,5/23/2017,6:00:00 AM,0.276938499,3.18E-08,1.15E-04,0.004,0.000166667,0,0
1256,5/23/2017,7:00:00 AM,0.268726621,3.09E-08,1.11E-04,0.004,0.000166667,0,0
1257,5/23/2017,8:00:00 AM,0.268726621,3.09E-08,1.11E-04,0.004,0.000166667,0,0
1258,5/23/2017,9:00:00 AM,0.260514743,2.99E-08,1.08E-04,0.004,0.000166667,0,0
1259,5/23/2017,10:00:00 AM,0.252586034,2.90E-08,1.04E-04,0.004,0.000166667,0,0
1260,5/23/2017,11:00:00 AM,0.252586034,2.90E-08,1.04E-04,0.004,0.000166667,0,0
1261,5/23/2017,12:00:00 PM,0.252586034,2.90E-08,1.04E-04,0.004,0.000166667,0,0
1262,5/23/2017,1:00:00 PM,0.244940492,2.81E-08,1.01E-04,0.004,0.000166667,0,0
1263,5/23/2017,2:00:00 PM,0.237294951,2.73E-08,9.82E-05,0.004,0.000166667,0,0
1264,5/23/2017,3:00:00 PM,0.229932578,2.64E-08,9.51E-05,0.004,0.000166667,0,0
1265,5/23/2017,4:00:00 PM,0.229932578,2.64E-08,9.51E-05,0.004,0.000166667,0,0
1266,5/23/2017,5:00:00 PM,0.222570204,2.56E-08,9.21E-05,0.004,0.000166667,0,0
1267,5/23/2017,6:00:00 PM,0.215490999,2.48E-08,8.91E-05,0.004,0.000166667,0,0
1268,5/23/2017,7:00:00 PM,0.208411795,2.39E-08,8.62E-05,0.004,0.000166667,0,0
1269,5/23/2017,8:00:00 PM,0.208411795,2.39E-08,8.62E-05,0.004,0.000166667,0,0
1270,5/23/2017,9:00:00 PM,0.208411795,2.39E-08,8.62E-05,0.004,0.000166667,0,0
1271,5/23/2017,10:00:00 PM,0.208411795,2.39E-08,8.62E-05,0.004,0.000166667,0,0
1272,5/23/2017,11:00:00 PM,0.208411795,2.39E-08,8.62E-05,0.004,0.000166667,0,0
1273,5/24/2017,12:00:00 AM,0.208411795,2.39E-08,8.62E-05,0.004,0.000166667,0,0
1274,5/24/2017,1:00:00 AM,0.208411795,2.39E-08,8.62E-05,0.004,0.000166667,0,0
1275,5/24/2017,2:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1276,5/24/2017,3:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1277,5/24/2017,4:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1278,5/24/2017,5:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1279,5/24/2017,6:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1280,5/24/2017,7:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1281,5/24/2017,8:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1282,5/24/2017,9:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1283,5/24/2017,10:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1284,5/24/2017,11:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1285,5/24/2017,12:00:00 PM,0.194819721,2.24E-08,8.06E-05,0.004,0.000166667,0,0
1286,5/24/2017,1:00:00 PM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1287,5/24/2017,2:00:00 PM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1288,5/24/2017,3:00:00 PM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1289,5/24/2017,4:00:00 PM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1290,5/24/2017,5:00:00 PM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1291,5/24/2017,6:00:00 PM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1292,5/24/2017,7:00:00 PM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1293,5/24/2017,8:00:00 PM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1294,5/24/2017,9:00:00 PM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1295,5/24/2017,10:00:00 PM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1296,5/24/2017,11:00:00 PM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1297,5/25/2017,12:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1298,5/25/2017,1:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1299,5/25/2017,2:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1300,5/25/2017,3:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1301,5/25/2017,4:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1302,5/25/2017,5:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1303,5/25/2017,6:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1304,5/25/2017,7:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1305,5/25/2017,8:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1306,5/25/2017,9:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1307,5/25/2017,10:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1308,5/25/2017,11:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1309,5/25/2017,12:00:00 PM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1310,5/25/2017,1:00:00 PM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1311,5/25/2017,2:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.004,0.000166667,0,0
1312,5/25/2017,3:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.004,0.000166667,0,0
1313,5/25/2017,4:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.004,0.000166667,0,0
1314,5/25/2017,5:00:00 PM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1315,5/25/2017,6:00:00 PM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0.600000024,0.0006
1316,5/25/2017,7:00:00 PM,0.194819721,2.24E-08,8.06E-05,0.004,0.000166667,0,0
1317,5/25/2017,8:00:00 PM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0.675000012,0.000675
1318,5/25/2017,9:00:00 PM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,1.25,0.00125
1319,5/25/2017,10:00:00 PM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0.050000001,5.00E-05
1320,5/25/2017,11:00:00 PM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0.675000012,0.000675
1321,5/26/2017,12:00:00 AM,0.194819721,2.24E-08,8.06E-05,0.004,0.000166667,0,0
1322,5/26/2017,1:00:00 AM,0.194819721,2.24E-08,8.06E-05,0.004,0.000166667,0,0
1323,5/26/2017,2:00:00 AM,0.194819721,2.24E-08,8.06E-05,0.004,0.000166667,0,0
1324,5/26/2017,3:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0.025,2.50E-05
1325,5/26/2017,4:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0.200000003,0.0002
1326,5/26/2017,5:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1327,5/26/2017,6:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1328,5/26/2017,7:00:00 AM,0.244940492,2.81E-08,1.01E-04,0.004,0.000166667,0,0
1329,5/26/2017,8:00:00 AM,0.294494927,3.38E-08,1.22E-04,0.004,0.000166667,0.100000001,0.0001
1330,5/26/2017,9:00:00 AM,0.368118659,4.23E-08,1.52E-04,0.004,0.000166667,1.775000095,0.001775
1331,5/26/2017,10:00:00 AM,0.55500967,6.38E-08,2.30E-04,0.004,0.000166667,1.675000072,0.001675
1332,5/26/2017,11:00:00 AM,0.739069,8.49E-08,3.06E-04,0.004,0.000166667,0.87500006,0.000875
1333,5/26/2017,12:00:00 PM,0.72491059,8.33E-08,3.00E-04,0.004,0.000166667,1.850000024,0.00185
1334,5/26/2017,1:00:00 PM,0.637128448,7.32E-08,2.64E-04,0.004,0.000166667,2.5,0.0025
1335,5/26/2017,2:00:00 PM,0.566336398,6.51E-08,2.34E-04,0.004,0.000166667,1.75,0.00175
1336,5/26/2017,3:00:00 PM,0.509702758,5.86E-08,2.11E-04,0.004,0.000166667,0.399999976,0.0004
1337,5/26/2017,4:00:00 PM,0.455900801,5.24E-08,1.89E-04,0.004,0.000166667,0.200000003,0.0002
1338,5/26/2017,5:00:00 PM,0.416257253,4.78E-08,1.72E-04,0.004,0.000166667,0.150000006,0.00015
1339,5/26/2017,6:00:00 PM,0.387940433,4.46E-08,1.60E-04,0.004,0.000166667,0.150000006,0.00015
1340,5/26/2017,7:00:00 PM,0.359623613,4.13E-08,1.49E-04,0.004,0.000166667,0,0
1341,5/26/2017,8:00:00 PM,0.339801839,3.90E-08,1.41E-04,0.004,0.000166667,0,0
1342,5/26/2017,9:00:00 PM,0.319980065,3.68E-08,1.32E-04,0.004,0.000166667,0,0
1343,5/26/2017,10:00:00 PM,0.311485019,3.58E-08,1.29E-04,0.004,0.000166667,0,0
1344,5/26/2017,11:00:00 PM,0.294494927,3.38E-08,1.22E-04,0.004,0.000166667,0.025,2.50E-05
1345,5/27/2017,12:00:00 AM,0.285999881,3.29E-08,1.18E-04,0.004,0.000166667,0,0
1346,5/27/2017,1:00:00 AM,0.276938499,3.18E-08,1.15E-04,0.004,0.000166667,0,0
1347,5/27/2017,2:00:00 AM,0.268726621,3.09E-08,1.11E-04,0.004,0.000166667,0,0
1348,5/27/2017,3:00:00 AM,0.268726621,3.09E-08,1.11E-04,0.004,0.000166667,0,0
1349,5/27/2017,4:00:00 AM,0.260514743,2.99E-08,1.08E-04,0.004,0.000166667,0,0
1350,5/27/2017,5:00:00 AM,0.252586034,2.90E-08,1.04E-04,0.004,0.000166667,0,0
1351,5/27/2017,6:00:00 AM,0.252586034,2.90E-08,1.04E-04,0.004,0.000166667,0,0
1352,5/27/2017,7:00:00 AM,0.244940492,2.81E-08,1.01E-04,0.004,0.000166667,0,0
1353,5/27/2017,8:00:00 AM,0.244940492,2.81E-08,1.01E-04,0.004,0.000166667,0,0
1354,5/27/2017,9:00:00 AM,0.237294951,2.73E-08,9.82E-05,0.004,0.000166667,0,0
1355,5/27/2017,10:00:00 AM,0.237294951,2.73E-08,9.82E-05,0.004,0.000166667,0,0
1356,5/27/2017,11:00:00 AM,0.237294951,2.73E-08,9.82E-05,0.004,0.000166667,0,0
1357,5/27/2017,12:00:00 PM,0.229932578,2.64E-08,9.51E-05,0.004,0.000166667,0,0
1358,5/27/2017,1:00:00 PM,0.222570204,2.56E-08,9.21E-05,0.004,0.000166667,0,0
1359,5/27/2017,2:00:00 PM,0.215490999,2.48E-08,8.91E-05,0.004,0.000166667,0,0
1360,5/27/2017,3:00:00 PM,0.208411795,2.39E-08,8.62E-05,0.004,0.000166667,0,0
1361,5/27/2017,4:00:00 PM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1362,5/27/2017,5:00:00 PM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1363,5/27/2017,6:00:00 PM,0.194819721,2.24E-08,8.06E-05,0.004,0.000166667,0,0
1364,5/27/2017,7:00:00 PM,0.194819721,2.24E-08,8.06E-05,0.004,0.000166667,0,0
1365,5/27/2017,8:00:00 PM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1366,5/27/2017,9:00:00 PM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1367,5/27/2017,10:00:00 PM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1368,5/27/2017,11:00:00 PM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1369,5/28/2017,12:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1370,5/28/2017,1:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1371,5/28/2017,2:00:00 AM,0.194819721,2.24E-08,8.06E-05,0.004,0.000166667,0,0
1372,5/28/2017,3:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1373,5/28/2017,4:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1374,5/28/2017,5:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1375,5/28/2017,6:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1376,5/28/2017,7:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1377,5/28/2017,8:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1378,5/28/2017,9:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1379,5/28/2017,10:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1380,5/28/2017,11:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1381,5/28/2017,12:00:00 PM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1382,5/28/2017,1:00:00 PM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1383,5/28/2017,2:00:00 PM,0.175564283,2.02E-08,7.26E-05,0.004,0.000166667,0,0
1384,5/28/2017,3:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.004,0.000166667,0,0
1385,5/28/2017,4:00:00 PM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1386,5/28/2017,5:00:00 PM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1387,5/28/2017,6:00:00 PM,0.15715835,1.81E-08,6.50E-05,0.004,0.000166667,0,0
1388,5/28/2017,7:00:00 PM,0.15715835,1.81E-08,6.50E-05,0.004,0.000166667,0,0
1389,5/28/2017,8:00:00 PM,0.15715835,1.81E-08,6.50E-05,0.004,0.000166667,0,0
1390,5/28/2017,9:00:00 PM,0.15715835,1.81E-08,6.50E-05,0.004,0.000166667,0,0
1391,5/28/2017,10:00:00 PM,0.15715835,1.81E-08,6.50E-05,0.004,0.000166667,0,0
1392,5/28/2017,11:00:00 PM,0.15715835,1.81E-08,6.50E-05,0.004,0.000166667,0,0
1393,5/29/2017,12:00:00 AM,0.15715835,1.81E-08,6.50E-05,0.004,0.000166667,0,0
1394,5/29/2017,1:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1395,5/29/2017,2:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1396,5/29/2017,3:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1397,5/29/2017,4:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1398,5/29/2017,5:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1399,5/29/2017,6:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1400,5/29/2017,7:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1401,5/29/2017,8:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1402,5/29/2017,9:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1403,5/29/2017,10:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1404,5/29/2017,11:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1405,5/29/2017,12:00:00 PM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1406,5/29/2017,1:00:00 PM,0.163104883,1.87E-08,6.75E-05,0.004,0.000166667,0,0
1407,5/29/2017,2:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.004,0.000166667,0,0
1408,5/29/2017,3:00:00 PM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1409,5/29/2017,4:00:00 PM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0.025,2.50E-05
1410,5/29/2017,5:00:00 PM,0.222570204,2.56E-08,9.21E-05,0.004,0.000166667,1.800000072,0.0018
1411,5/29/2017,6:00:00 PM,0.237294951,2.73E-08,9.82E-05,0.004,0.000166667,2.375,0.002375
1412,5/29/2017,7:00:00 PM,0.244940492,2.81E-08,1.01E-04,0.004,0.000166667,0.600000024,0.0006
1413,5/29/2017,8:00:00 PM,0.237294951,2.73E-08,9.82E-05,0.004,0.000166667,0.800000012,0.0008
1414,5/29/2017,9:00:00 PM,0.229932578,2.64E-08,9.51E-05,0.004,0.000166667,0.649999976,0.00065
1415,5/29/2017,10:00:00 PM,0.222570204,2.56E-08,9.21E-05,0.004,0.000166667,0.300000012,0.0003
1416,5/29/2017,11:00:00 PM,0.215490999,2.48E-08,8.91E-05,0.004,0.000166667,0,0
1417,5/30/2017,12:00:00 AM,0.208411795,2.39E-08,8.62E-05,0.004,0.000166667,0,0
1418,5/30/2017,1:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1419,5/30/2017,2:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
1420,5/30/2017,3:00:00 AM,0.194819721,2.24E-08,8.06E-05,0.004,0.000166667,0,0
1421,5/30/2017,4:00:00 AM,0.194819721,2.24E-08,8.06E-05,0.004,0.000166667,0,0
1422,5/30/2017,5:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1423,5/30/2017,6:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1424,5/30/2017,7:00:00 AM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1425,5/30/2017,8:00:00 AM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1426,5/30/2017,9:00:00 AM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1427,5/30/2017,10:00:00 AM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1428,5/30/2017,11:00:00 AM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1429,5/30/2017,12:00:00 PM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1430,5/30/2017,1:00:00 PM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1431,5/30/2017,2:00:00 PM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1432,5/30/2017,3:00:00 PM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1433,5/30/2017,4:00:00 PM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1434,5/30/2017,5:00:00 PM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0.075000003,7.50E-05
1435,5/30/2017,6:00:00 PM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0.875,0.000875
1436,5/30/2017,7:00:00 PM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0.200000003,0.0002
1437,5/30/2017,8:00:00 PM,0.181793984,2.09E-08,7.52E-05,0.004,0.000166667,0,0
1438,5/30/2017,9:00:00 PM,0.188306852,2.16E-08,7.79E-05,0.004,0.000166667,0,0
1439,5/30/2017,10:00:00 PM,0.229932578,2.64E-08,9.51E-05,0.004,0.000166667,0,0
1440,5/30/2017,11:00:00 PM,0.276938499,3.18E-08,1.15E-04,0.004,0.000166667,0,0
1441,5/31/2017,12:00:00 AM,0.311485019,3.58E-08,1.29E-04,0.004,0.000166667,0,0
1442,5/31/2017,1:00:00 AM,0.294494927,3.38E-08,1.22E-04,0.004,0.000166667,4.525000095,0.004525
1443,5/31/2017,2:00:00 AM,0.276938499,3.18E-08,1.15E-04,0.004,0.000166667,0.900000036,0.0009
1444,5/31/2017,3:00:00 AM,0.260514743,2.99E-08,1.08E-04,0.004,0.000166667,0.350000024,0.00035
1445,5/31/2017,4:00:00 AM,0.252586034,2.90E-08,1.04E-04,0.004,0.000166667,0.050000001,5.00E-05
1446,5/31/2017,5:00:00 AM,0.244940492,2.81E-08,1.01E-04,0.004,0.000166667,0.125,0.000125
1447,5/31/2017,6:00:00 AM,0.237294951,2.73E-08,9.82E-05,0.004,0.000166667,0,0
1448,5/31/2017,7:00:00 AM,0.229932578,2.64E-08,9.51E-05,0.004,0.000166667,0,0
1449,5/31/2017,8:00:00 AM,0.222570204,2.56E-08,9.21E-05,0.004,0.000166667,0,0
1450,5/31/2017,9:00:00 AM,0.222570204,2.56E-08,9.21E-05,0.004,0.000166667,0,0
1451,5/31/2017,10:00:00 AM,0.222570204,2.56E-08,9.21E-05,0.004,0.000166667,0,0
1452,5/31/2017,11:00:00 AM,0.244940492,2.81E-08,1.01E-04,0.004,0.000166667,0,0
1453,5/31/2017,12:00:00 PM,0.252586034,2.90E-08,1.04E-04,0.004,0.000166667,0,0
1454,5/31/2017,1:00:00 PM,0.252586034,2.90E-08,1.04E-04,0.004,0.000166667,0.100000001,0.0001
1455,5/31/2017,2:00:00 PM,0.244940492,2.81E-08,1.01E-04,0.004,0.000166667,0.925000012,0.000925
1456,5/31/2017,3:00:00 PM,0.237294951,2.73E-08,9.82E-05,0.004,0.000166667,0,0
1457,5/31/2017,4:00:00 PM,0.229932578,2.64E-08,9.51E-05,0.004,0.000166667,0,0
1458,5/31/2017,5:00:00 PM,0.252586034,2.90E-08,1.04E-04,0.004,0.000166667,0,0
1459,5/31/2017,6:00:00 PM,0.359623613,4.13E-08,1.49E-04,0.004,0.000166667,0.050000001,5.00E-05
1460,5/31/2017,7:00:00 PM,0.404930525,4.65E-08,1.68E-04,0.004,0.000166667,0,0
1461,5/31/2017,8:00:00 PM,0.376613705,4.33E-08,1.56E-04,0.004,0.000166667,0.574999988,0.000575
1462,5/31/2017,9:00:00 PM,0.339801839,3.90E-08,1.41E-04,0.004,0.000166667,5.074999809,0.005075
1463,5/31/2017,10:00:00 PM,0.311485019,3.58E-08,1.29E-04,0.004,0.000166667,0.275000006,0.000275
1464,5/31/2017,11:00:00 PM,0.294494927,3.38E-08,1.22E-04,0.004,0.000166667,0,0
1465,6/1/2017,12:00:00 AM,0.276938499,3.18E-08,1.15E-04,0.004,0.000166667,0,0
1466,6/1/2017,1:00:00 AM,0.268726621,3.09E-08,1.11E-04,0.004,0.000166667,0,0
1467,6/1/2017,2:00:00 AM,0.260514743,2.99E-08,1.08E-04,0.004,0.000166667,0,0
1468,6/1/2017,3:00:00 AM,0.252586034,2.90E-08,1.04E-04,0.004,0.000166667,0,0
1469,6/1/2017,4:00:00 AM,0.244940492,2.81E-08,1.01E-04,0.004,0.000166667,0,0
1470,6/1/2017,5:00:00 AM,0.237294951,2.73E-08,9.82E-05,0.004,0.000166667,0,0
1471,6/1/2017,6:00:00 AM,0.229932578,2.64E-08,9.51E-05,0.004,0.000166667,0,0
1472,6/1/2017,7:00:00 AM,0.229932578,2.64E-08,9.51E-05,0.004,0.000166667,0,0
1473,6/1/2017,8:00:00 AM,0.222570204,2.56E-08,9.21E-05,0.004,0.000166667,0,0
1474,6/1/2017,9:00:00 AM,0.222570204,2.56E-08,9.21E-05,0.004,0.000166667,0,0
1475,6/1/2017,10:00:00 AM,0.222570204,2.56E-08,9.21E-05,0.004,0.000166667,0,0
1476,6/1/2017,11:00:00 AM,0.215490999,2.48E-08,8.91E-05,0.004,0.000166667,0,0
1477,6/1/2017,12:00:00 PM,0.215490999,2.48E-08,8.91E-05,0.004,0.000166667,0,0
1478,6/1/2017,1:00:00 PM,0.215490999,2.48E-08,8.91E-05,0.004,0.000166667,0,0
1479,6/1/2017,2:00:00 PM,0.208411795,2.39E-08,8.62E-05,0.004,0.000166667,0,0
1480,6/1/2017,3:00:00 PM,0.201615758,2.32E-08,8.34E-05,0.004,0.000166667,0,0
